SPORT;TYPE;COMMUNE;NCOM;CAID_INS;CODE;LIEN_FICHE_DESCRIPTIVE;LIEN_PHOTOS;CATEGORIE;E;N
Badminton;Salle de gymnastique;ONEX;6631;;6631.5.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497181.38;1116173.18
Basketball;Salle de gymnastique;ONEX;6631;;6631.5.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497181.38;1116173.18
Football;Salle de gymnastique;ONEX;6631;;6631.5.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497181.38;1116173.18
Gymnastique;Salle de gymnastique;ONEX;6631;;6631.5.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497181.38;1116173.18
Handball;Salle de gymnastique;ONEX;6631;;6631.5.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497181.38;1116173.18
Tennis;Salle de gymnastique;ONEX;6631;;6631.5.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497181.38;1116173.18
Volley-ball;Salle de gymnastique;ONEX;6631;;6631.5.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497181.38;1116173.18
Tir à feu;Stand de tir;ONEX;6631;;6631.5.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497171.38;1116217.18
Tennis;Courts de tennis;ONEX;6631;;6631.6.SA13;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-6.html;court;2496959.36;1115653.17
Tennis;Courts de tennis;ONEX;6631;;6631.6.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-6.html;court;2497042.36;1115672.17
Basketball;Agorespace;ONEX;6631;;6631.7.SA16;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-7.html;zone de sport;2496878.38;1116778.21
Football;Agorespace;ONEX;6631;;6631.7.SA16;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-7.html;zone de sport;2496878.38;1116778.21
Handball;Agorespace;ONEX;6631;;6631.7.SA16;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-7.html;zone de sport;2496878.38;1116778.21
Basketball;Terrain de basketball;ONEX;6631;;6631.7.SA17;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-7.html;zone de sport;2496858.38;1116765.21
Football;Terrain de football;ONEX;6631;;6631.7.SA15;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-7.html;zone de sport;2496868.38;1116723.21
Basketball;Salle de gymnastique;ONEX;6631;;6631.8.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-8.html;zone de sport;2496782.37;1116476.22
Football;Salle de gymnastique;ONEX;6631;;6631.8.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-8.html;zone de sport;2496782.37;1116476.22
Gymnastique;Salle de gymnastique;ONEX;6631;;6631.8.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-8.html;zone de sport;2496782.37;1116476.22
Handball;Salle de gymnastique;ONEX;6631;;6631.8.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-8.html;zone de sport;2496782.37;1116476.22
Volley-ball;Salle de gymnastique;ONEX;6631;;6631.8.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-8.html;zone de sport;2496782.37;1116476.22
Beach-volley;Beach Volley;ONEX;6631;;6631.9.SA39;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2496026.34;1116300.21
Tennis;Court de tennis;ONEX;6631;;6631.9.SA37;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2496095.34;1116318.21
Tennis;Courts de tennis;ONEX;6631;;6631.9.SA25;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2496038.34;1116352.21
Tennis;Courts de tennis;ONEX;6631;;6631.9.SA38;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2495943.34;1116408.21
Frisbee;Parcours de disc-golf (frisbee);ONEX;6631;;6631.9.SA28;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2495895.34;1116257.21
Roller;Skate Parc;ONEX;6631;;6631.9.SA40;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2496060.34;1116062.22
Skateboard;Skate Parc;ONEX;6631;;6631.9.SA40;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2496060.34;1116062.22
Athlétisme;Stade d'athlétisme;ONEX;6631;;6631.9.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2495674.33;1116060.21
Tennis de table;Tables de tennis de table;ONEX;6631;;6631.9.SA29;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2496025.34;1116276.21
Football;Terrain de football (synthétique);ONEX;6631;;6631.9.SA23;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2495780.33;1116082.21
Football;Terrain de football (T3);ONEX;6631;;6631.9.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2495721.33;1116181.21
Football;Terrain de football (T4);ONEX;6631;;6631.9.SA21;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2495873.34;1116316.21
Football;Terrain de football (T5);ONEX;6631;;6631.9.SA22;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2495954.34;1116330.21
Football;Terrains de football (T1 et T2);ONEX;6631;;6631.9.SA19;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2495861.33;1116155.21
Pétanque;Terrains de pétanque;ONEX;6631;;6631.9.SA27;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-9.html;centre sportif;2496061.34;1116282.21
Badminton;Salle de gymnastique polyvalente de Perly;PERLY-CERTOUX;6632;;6632.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496003.32;1112478.14
Basketball;Salle de gymnastique polyvalente de Perly;PERLY-CERTOUX;6632;;6632.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496003.32;1112478.14
Gymnastique;Salle de gymnastique polyvalente de Perly;PERLY-CERTOUX;6632;;6632.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496003.32;1112478.14
Handball;Salle de gymnastique polyvalente de Perly;PERLY-CERTOUX;6632;;6632.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496003.32;1112478.14
Tennis;Salle de gymnastique polyvalente de Perly;PERLY-CERTOUX;6632;;6632.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496003.32;1112478.14
Athlétisme;Pistes extérieures;GENEVE;6621;;6621.74.SA155;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-74.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-74.html;zone de sport;2499818.86;1118894.17
Basketball;Salles de gymnastique;GENEVE;6621;;6621.74.SA153;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-74.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-74.html;zone de sport;2499842.10;1118908.60
Gymnastique;Salles de gymnastique;GENEVE;6621;;6621.74.SA153;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-74.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-74.html;zone de sport;2499842.10;1118908.60
Handball;Salles de gymnastique;GENEVE;6621;;6621.74.SA153;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-74.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-74.html;zone de sport;2499842.10;1118908.60
Tennis;Salles de gymnastique;GENEVE;6621;;6621.74.SA153;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-74.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-74.html;zone de sport;2499842.10;1118908.60
Volley-ball;Salles de gymnastique;GENEVE;6621;;6621.74.SA153;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-74.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-74.html;zone de sport;2499842.10;1118908.60
Basketball;Terrains de basket extérieurs;GENEVE;6621;;6621.74.SA156;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-74.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-74.html;zone de sport;2499876.24;1118946.59
Basketball;Terrains extérieurs;GENEVE;6621;;6621.74.SA154;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-74.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-74.html;zone de sport;2499857.32;1118957.13
Volley-ball;Salle de gymnastique polyvalente de Perly;PERLY-CERTOUX;6632;;6632.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496003.32;1112478.14
Badminton;Salle omnisports;PERLY-CERTOUX;6632;;6632.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496020.31;1112502.14
Basketball;Salle omnisports;PERLY-CERTOUX;6632;;6632.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496020.31;1112502.14
Gymnastique;Salle omnisports;PERLY-CERTOUX;6632;;6632.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496020.31;1112502.14
Handball;Salle omnisports;PERLY-CERTOUX;6632;;6632.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496020.31;1112502.14
Tennis;Salle omnisports;PERLY-CERTOUX;6632;;6632.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496020.31;1112502.14
Volley-ball;Salle omnisports;PERLY-CERTOUX;6632;;6632.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2496020.31;1112502.14
Basketball;Terrain de basket;PERLY-CERTOUX;6632;;6632.1.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2495972.32;1112461.14
Volley-ball;Terrain de basket;PERLY-CERTOUX;6632;;6632.1.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-1.html;zone de sport;2495972.32;1112461.14
Tennis;Courts de tennis;PERLY-CERTOUX;6632;;6632.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-2.html;court;2494872.31;1112709.14
Football;Terrain de football 1;PERLY-CERTOUX;6632;;6632.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-3.html;terrain;2495914.32;1112398.14
Football;Terrain de football 2;PERLY-CERTOUX;6632;;6632.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-3.html;terrain;2495980.32;1112325.13
Football;Terrain de football 3 (juniors);PERLY-CERTOUX;6632;;6632.3.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6632-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6632-3.html;terrain;2496027.31;1112371.13
Badminton;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-1.html;zone de sport;2498118.39;1113743.19
Basketball;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-1.html;zone de sport;2498118.39;1113743.19
Escalade artificielle;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-1.html;zone de sport;2498118.39;1113743.19
Gymnastique;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-1.html;zone de sport;2498118.39;1113743.19
Handball;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-1.html;zone de sport;2498118.39;1113743.19
Tennis;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-1.html;zone de sport;2498118.39;1113743.19
Volley-ball;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-1.html;zone de sport;2498118.39;1113743.19
Kyudo;Dojo;PLAN-les-OUATES;6633;;6633.10.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-10.html;club;2496767.33;1114557.17
Judo;Dojo;PLAN-les-OUATES;6633;;6633.11.SA19;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497631.35;1114101.19
Badminton;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.11.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497709.35;1114028.19
Basketball;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.11.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497709.35;1114028.19
Gymnastique;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.11.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497709.35;1114028.19
Handball;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.11.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497709.35;1114028.19
Tennis;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.11.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497709.35;1114028.19
Unihockey;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.11.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497709.35;1114028.19
Volley-ball;Salle de gymnastique;PLAN-les-OUATES;6633;;6633.11.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497709.35;1114028.19
Divers;Salle de jeux;PLAN-les-OUATES;6633;;6633.11.SA22;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497631.35;1114101.19
Danse;Salle de rythmique;PLAN-les-OUATES;6633;;6633.11.SA23;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497684.35;1114007.19
Yoga;Salle de rythmique;PLAN-les-OUATES;6633;;6633.11.SA23;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-11.html;zone de sport;2497684.35;1114007.19
Badminton;Salle omnisports Aimée Stitlemann;PLAN-les-OUATES;6633;;6633.12.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6633-12.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6633-12.html;salle;2497331.33;1114297.17
