SPORT;TYPE;COMMUNE;NCOM;CAID_INS;CODE;LIEN_FICHE_DESCRIPTIVE;LIEN_PHOTOS;CATEGORIE;E;N
Tennis;Courts de tennis;MEYRIN;6630;;6630.12.SA19;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-12.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-12.html;court;2495725.28;1122027.17
Football;Terrain de football;MEYRIN;6630;;6630.13.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-13.html;terrain;2494961.29;1121019.14
Boule lyonnaise;Terrains de pétanque;MEYRIN;6630;;6630.13.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-13.html;terrain;2494890.29;1121021.14
Football;Terrain de football;MEYRIN;6630;;6630.14.SA21;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-14.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-14.html;terrain;2495199.28;1121038.15
Pétanque;Terrains de pétanque;MEYRIN;6630;;6630.17.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-17.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-17.html;terrain;2495675.28;1121845.17
Pétanque;Terrains de pétanque;MEYRIN;6630;;6630.17.SA37;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-17.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-17.html;terrain;2495693.28;1121890.17
Basketball;Terrain multisports;MEYRIN;6630;;6630.18.SA43;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-18.html;terrain;2494985.29;1121112.15
Divers;Terrain multisports;MEYRIN;6630;;6630.18.SA43;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-18.html;terrain;2494985.29;1121112.15
Football;Terrain multisports;MEYRIN;6630;;6630.18.SA43;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-18.html;terrain;2494985.29;1121112.15
Basketball;Salle de gymnastique;MEYRIN;6630;;6630.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-2.html;zone de sport;2495349.28;1120878.15
Gymnastique;Salle de gymnastique;MEYRIN;6630;;6630.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-2.html;zone de sport;2495349.28;1120878.15
Handball;Salle de gymnastique;MEYRIN;6630;;6630.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-2.html;zone de sport;2495349.28;1120878.15
Tennis de table;Salle de gymnastique;MEYRIN;6630;;6630.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-2.html;zone de sport;2495349.28;1120878.15
Volley-ball;Salle de gymnastique;MEYRIN;6630;;6630.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-2.html;zone de sport;2495349.28;1120878.15
Rythmique;Salle de rythmique;MEYRIN;6630;;6630.2.SA31;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-2.html;zone de sport;2495388.28;1120848.15
Tennis de table;Salle de tennis de table;MEYRIN;6630;;6630.2.SA16;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-2.html;zone de sport;2495317.28;1120837.15
Basketball;Salle de gymnastique (grande);MEYRIN;6630;;6630.3.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495031.29;1121738.16
Gymnastique;Salle de gymnastique (grande);MEYRIN;6630;;6630.3.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495031.29;1121738.16
Handball;Salle de gymnastique (grande);MEYRIN;6630;;6630.3.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495031.29;1121738.16
Handisport;Salle de gymnastique (grande);MEYRIN;6630;;6630.3.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495031.29;1121738.16
Tennis;Salle de gymnastique (grande);MEYRIN;6630;;6630.3.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495031.29;1121738.16
Volley-ball;Salle de gymnastique (grande);MEYRIN;6630;;6630.3.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495031.29;1121738.16
Rythmique;Salle de rythmique;MEYRIN;6630;;6630.3.SA30;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2494966.29;1121669.16
Basketball;Salles de gymnastique (petites);MEYRIN;6630;;6630.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495016.29;1121736.16
Gymnastique;Salles de gymnastique (petites);MEYRIN;6630;;6630.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495016.29;1121736.16
Handball;Salles de gymnastique (petites);MEYRIN;6630;;6630.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495016.29;1121736.16
Volley-ball;Salles de gymnastique (petites);MEYRIN;6630;;6630.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2495016.29;1121736.16
Athlétisme;Stade d'athlétisme;MEYRIN;6630;;6630.3.SA17;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-3.html;zone de sport;2494933.29;1121627.16
Football;Stade des Arbères (A);MEYRIN;6630;;6630.4.SA26;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-4.html;centre sportif;2494445.30;1121287.15
Football;Terrain de football (B);MEYRIN;6630;;6630.4.SA22;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-4.html;centre sportif;2494317.30;1121163.15
Football;Terrain de football (C);MEYRIN;6630;;6630.4.SA23;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-4.html;centre sportif;2494370.30;1121218.15
Football;Terrain de football (F);MEYRIN;6630;;6630.4.SA28;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-4.html;centre sportif;2494425.30;1121166.15
Football;Terrain de football Arbères (D);MEYRIN;6630;;6630.4.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-4.html;centre sportif;2494243.30;1121089.15
Rugby;Terrain de rugby (G);MEYRIN;6630;;6630.4.SA27;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-4.html;centre sportif;2494484.30;1121121.15
Squash;Courts de squash;MEYRIN;6630;;6630.6.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-6.html;centre sportif;2493064.30;1121428.16
Tennis;Courts de tennis;MEYRIN;6630;;6630.6.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-6.html;centre sportif;2492967.30;1121421.16
Tennis;Courts de tennis;MEYRIN;6630;;6630.6.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-6.html;centre sportif;2493007.30;1121451.16
Athlétisme;Anneau d'athlétisme;MEYRIN;6630;;6630.7.SA39;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494932.30;1120608.13
Course à pied;Anneau d'athlétisme;MEYRIN;6630;;6630.7.SA39;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494932.30;1120608.13
Basketball;Salle de gymnastique 2;MEYRIN;6630;;6630.7.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494842.30;1120568.13
Gymnastique;Salle de gymnastique 2;MEYRIN;6630;;6630.7.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494842.30;1120568.13
Handball;Salle de gymnastique 2;MEYRIN;6630;;6630.7.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494842.30;1120568.13
Volley-ball;Salle de gymnastique 2;MEYRIN;6630;;6630.7.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494842.30;1120568.13
Badminton;Salles de gymnastique 1- 3;MEYRIN;6630;;6630.7.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494871.30;1120557.13
Basketball;Salles de gymnastique 1- 3;MEYRIN;6630;;6630.7.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494871.30;1120557.13
Gymnastique;Salles de gymnastique 1- 3;MEYRIN;6630;;6630.7.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494871.30;1120557.13
Handball;Salles de gymnastique 1- 3;MEYRIN;6630;;6630.7.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494871.30;1120557.13
Volley-ball;Salles de gymnastique 1- 3;MEYRIN;6630;;6630.7.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494871.30;1120557.13
Basketball;Terrain de basketball;MEYRIN;6630;;6630.7.SA40;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494824.30;1120574.13
Football;Terrain de football;MEYRIN;6630;;6630.7.SA38;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-7.html;zone de sport;2494952.30;1120608.13
Basketball;Hobyland;MEYRIN;6630;;6630.8.SA42;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495330.28;1121190.16
Football;Hobyland;MEYRIN;6630;;6630.8.SA42;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495330.28;1121190.16
Basketball;Salle de gymnastique 1;MEYRIN;6630;;6630.8.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495369.28;1121170.16
Gymnastique;Salle de gymnastique 1;MEYRIN;6630;;6630.8.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495369.28;1121170.16
Handball;Salle de gymnastique 1;MEYRIN;6630;;6630.8.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495369.28;1121170.16
Volley-ball;Salle de gymnastique 1;MEYRIN;6630;;6630.8.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495369.28;1121170.16
Basketball;Salle de gymnastique 2;MEYRIN;6630;;6630.8.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495341.28;1121200.16
Gymnastique;Salle de gymnastique 2;MEYRIN;6630;;6630.8.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495341.28;1121200.16
Handball;Salle de gymnastique 2;MEYRIN;6630;;6630.8.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495341.28;1121200.16
Volley-ball;Salle de gymnastique 2;MEYRIN;6630;;6630.8.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495341.28;1121200.16
Rythmique;Salle de rythmique;MEYRIN;6630;;6630.8.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-8.html;zone de sport;2495354.28;1121148.16
Aïkido;Salle d'arts martiaux 1;MEYRIN;6630;;6630.9.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495101.28;1121306.15
Judo;Salle d'arts martiaux 1;MEYRIN;6630;;6630.9.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495101.28;1121306.15
Ju-Jitsu;Salle d'arts martiaux 1;MEYRIN;6630;;6630.9.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495101.28;1121306.15
Aïkido;Salle d'arts martiaux 2;MEYRIN;6630;;6630.9.SA41;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495113.28;1121318.15
Judo;Salle d'arts martiaux 2;MEYRIN;6630;;6630.9.SA41;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495113.28;1121318.15
Ju-Jitsu;Salle d'arts martiaux 2;MEYRIN;6630;;6630.9.SA41;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495113.28;1121318.15
Basketball;Salle de gymnastique;MEYRIN;6630;;6630.9.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495120.28;1121325.16
Gymnastique;Salle de gymnastique;MEYRIN;6630;;6630.9.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495120.28;1121325.16
Handball;Salle de gymnastique;MEYRIN;6630;;6630.9.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495120.28;1121325.16
Tennis;Salle de gymnastique;MEYRIN;6630;;6630.9.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495120.28;1121325.16
Volley-ball;Salle de gymnastique;MEYRIN;6630;;6630.9.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495120.28;1121325.16
Musculation;Salle de musculation;MEYRIN;6630;;6630.9.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495093.28;1121309.15
Danse;Salle de rythmique;MEYRIN;6630;;6630.9.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495132.28;1121340.16
Rythmique;Salle de rythmique;MEYRIN;6630;;6630.9.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6630-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6630-9.html;zone de sport;2495132.28;1121340.16
Football;Terrain de football;ONEX;6631;;6631.10.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-10.html;stade;2496099.33;1115742.20
Football;Terrain de football A;ONEX;6631;;6631.10.SA31;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-10.html;stade;2496373.34;1115654.18
Football;Terrain de football B;ONEX;6631;;6631.10.SA30;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-10.html;stade;2496357.34;1115747.19
Basketball;Terrains polyvalents;ONEX;6631;;6631.10.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-10.html;stade;2496451.34;1115635.18
Football;Terrains polyvalents;ONEX;6631;;6631.10.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-10.html;stade;2496451.34;1115635.18
Tennis;Terrains polyvalents;ONEX;6631;;6631.10.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-10.html;stade;2496451.34;1115635.18
Pétanque;Terrains de pétanque;ONEX;6631;;6631.11.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-11.html;terrain;2496753.37;1116586.22
Football;Terrain de football (junior);ONEX;6631;;6631.13.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-13.html;stade;2496331.35;1116046.21
Basketball;Salle de gymnastique 1;ONEX;6631;;6631.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496799.37;1116005.19
Gymnastique;Salle de gymnastique 1;ONEX;6631;;6631.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496799.37;1116005.19
Handball;Salle de gymnastique 1;ONEX;6631;;6631.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496799.37;1116005.19
Volley-ball;Salle de gymnastique 1;ONEX;6631;;6631.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496799.37;1116005.19
Basketball;Salle de gymnastique 2;ONEX;6631;;6631.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496821.37;1115985.18
Gymnastique;Salle de gymnastique 2;ONEX;6631;;6631.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496821.37;1115985.18
Handball;Salle de gymnastique 2;ONEX;6631;;6631.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496821.37;1115985.18
Volley-ball;Salle de gymnastique 2;ONEX;6631;;6631.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496821.37;1115985.18
Aïkido;Salle de judo 1;ONEX;6631;;6631.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496870.37;1116075.19
Judo;Salle de judo 1;ONEX;6631;;6631.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496870.37;1116075.19
Aïkido;Salle de judo 2;ONEX;6631;;6631.2.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496885.37;1116093.19
Judo;Salle de judo 2;ONEX;6631;;6631.2.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-2.html;zone de sport;2496885.37;1116093.19
Badminton;Salle de gymnastique;ONEX;6631;;6631.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-3.html;zone de sport;2496506.35;1115899.19
Basketball;Salle de gymnastique;ONEX;6631;;6631.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-3.html;zone de sport;2496506.35;1115899.19
Gymnastique;Salle de gymnastique;ONEX;6631;;6631.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-3.html;zone de sport;2496506.35;1115899.19
Handball;Salle de gymnastique;ONEX;6631;;6631.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-3.html;zone de sport;2496506.35;1115899.19
Tennis;Salle de gymnastique;ONEX;6631;;6631.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-3.html;zone de sport;2496506.35;1115899.19
Volley-ball;Salle de gymnastique;ONEX;6631;;6631.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-3.html;zone de sport;2496506.35;1115899.19
Tennis de table;Salle de tennis de table;ONEX;6631;;6631.3.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-3.html;zone de sport;2496564.36;1115976.19
Tennis de table;Salle de tennis de table;ONEX;6631;;6631.4.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-4.html;zone de sport;2496227.34;1115689.19
Basketball;Salles de gymnastique;ONEX;6631;;6631.4.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-4.html;zone de sport;2496303.34;1115736.19
Handball;Salles de gymnastique;ONEX;6631;;6631.4.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-4.html;zone de sport;2496303.34;1115736.19
Volley-ball;Salles de gymnastique;ONEX;6631;;6631.4.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-4.html;zone de sport;2496303.34;1115736.19
Tir à l'arc;Stand de tir à l'arc;ONEX;6631;;6631.4.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-4.html;zone de sport;2496267.34;1115701.19
Pétanque;Boulodrome;ONEX;6631;;6631.5.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6631-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6631-5.html;zone de sport;2497205.38;1116196.18
